722880,"BURBANK-GLENDALE-PASADENA",,-8.0,34.200,-118.350,226,USA,4,NAP,Csb,
Date (MM/DD/YYYY),Time (HH:MM),ETR (W/m^2),ETRN (W/m^2),GHI (W/m^2),GHI source,GHI uncert (%),DNI (W/m^2),DNI source,DNI uncert (%),DHI (W/m^2),DHI source,DHI uncert (%),GH illum (lx),GH illum source,Global illum uncert (%),DN illum (lx),DN illum source,DN illum uncert (%),DH illum (lx),DH illum source,DH illum uncert (%),Zenith lum (cd/m^2),Zenith lum source,Zenith lum uncert (%),TotCld (tenths),TotCld source,TotCld uncert (code),OpqCld (tenths),OpqCld source,OpqCld uncert (code),Dry-bulb (C),Dry-bulb source,Dry-bulb uncert (code),Dew-point (C),Dew-point source,Dew-point uncert (code),RHum (%),RHum source,RHum uncert (code),Pressure (mbar),Pressure source,Pressure uncert (code),Wdir (degrees),Wdir source,Wdir uncert (code),Wspd (m/s),Wspd source,Wspd uncert (code),Hvis (m),Hvis source,Hvis uncert (code),CeilHgt (m),CeilHgt source,CeilHgt uncert (code),Pwat (cm),Pwat source,Pwat uncert (code),AOD (unitless),AOD source,AOD uncert (code),Alb (unitless),Alb source,Alb uncert (code),Lprecip depth (mm),Lprecip quantity (hr),Lprecip source,Lprecip uncert (code),PresWth (METAR code)        
01/01/2004,01:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,0,A,7,99,C,9,6.9,C,8,-1.0,C,8,57,E,9,990,C,8,350,A,7,0.2,A,7,16093,A,7,77777,A,7,0.9,F,9,,,,,,,0,1,B,8,0
01/01/2004,02:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,0,A,7,99,C,9,5.9,C,8,-1.0,C,8,61,E,9,990,C,8,350,B,8,1.3,A,7,16093,A,7,77777,A,7,0.9,F,9,,,,,,,0,1,B,8,0
01/01/2004,03:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,0,A,7,99,C,9,5.0,C,8,-1.1,C,8,64,E,9,990,C,8,350,B,8,0.0,A,7,16093,A,7,77777,A,7,0.9,F,9,,,,,,,0,1,B,8,0
01/01/2004,04:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,0,A,7,99,C,9,4.9,C,8,-2.0,C,8,60,E,9,990,C,8,240,B,8,0.0,A,7,16093,A,7,77777,A,7,0.8,F,9,,,,,,,0,1,B,8,0
01/01/2004,05:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,0,A,7,99,C,9,4.0,A,7,-2.0,A,7,64,E,9,990,A,7,240,A,7,0.2,A,7,16093,A,7,77777,A,7,0.8,F,9,,,,,,,0,1,B,8,0
01/01/2004,06:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,0,A,7,99,C,9,3.9,A,7,-1.9,A,7,65,E,9,991,A,7,240,B,8,1.3,A,7,16093,A,7,77777,A,7,0.8,F,9,,,,,,,0,1,B,8,0
01/01/2004,07:00,0,9,0,E,5,0,E,5,0,E,5,0,E,5,0,E,5,0,E,5,0,E,5,0,A,7,99,C,9,3.0,A,7,-1.0,A,7,75,E,9,991,A,7,240,B,8,0.0,A,7,15717,A,7,77777,A,7,0.9,F,9,,,,,,,0,1,B,8,0
01/01/2004,08:00,122,1411,19,E,5,0,E,5,19,E,5,2032,E,5,0,E,5,3117,E,5,81,E,5,0,A,7,99,C,9,3.1,A,7,-1.0,A,7,74,E,9,992,A,7,240,B,8,0.0,A,7,12874,A,7,77777,A,7,0.9,F,9,,,,,,,0,1,B,8,0
01/01/2004,09:00,352,1411,54,E,5,0,E,5,54,E,5,5723,E,5,0,E,5,8425,E,5,219,E,5,0,A,7,99,C,9,4.2,A,7,-1.0,A,7,69,E,9,993,A,7,240,A,7,0.2,A,7,13249,A,7,77777,A,7,0.9,F,9,,,,,,,0,1,B,8,0
01/01/2004,10:00,545,1411,113,E,5,0,E,5,113,E,5,11851,E,5,0,E,5,16721,E,5,445,E,5,0,A,7,99,C,9,6.2,A,7,-0.8,A,7,61,E,9,994,A,7,240,A,7,1.5,A,7,15717,A,7,77777,A,7,0.9,F,9,,,,,,,0,1,B,8,0
01/01/2004,11:00,680,1411,454,E,5,480,E,5,223,E,5,50752,E,5,39890,E,5,25039,E,5,1173,E,5,0,A,7,99,C,9,8.2,A,7,1.0,A,7,61,E,9,995,A,7,220,B,8,1.3,A,7,12874,A,7,77777,A,7,1.0,F,9,,,,,,,0,1,?,0,0
01/01/2004,12:00,748,1411,355,E,5,161,E,5,270,E,5,39582,E,5,14472,E,5,30218,E,5,1447,E,5,0,A,7,99,C,9,10.4,A,7,0.8,A,7,52,E,9,994,A,7,130,A,7,0.2,A,7,13061,A,7,77777,A,7,1.0,F,9,,,,,,,0,1,B,8,0
01/01/2004,13:00,744,1411,451,E,5,382,E,5,250,E,5,50582,E,5,33294,E,5,28131,E,5,1338,E,5,0,A,7,99,C,9,13.2,A,7,-1.2,A,7,37,E,9,994,A,7,130,A,7,2.2,A,7,14671,A,7,77777,A,7,0.9,F,9,,,,,,,0,1,B,8,0
01/01/2004,14:00,669,1411,270,E,5,74,E,5,235,E,5,30037,E,5,6450,E,5,26257,E,5,1232,E,5,0,A,7,99,C,9,15.1,A,7,-3.0,A,7,28,E,9,993,A,7,150,A,7,3.2,A,7,16093,A,7,77777,A,7,0.8,F,9,,,,,,,0,1,B,8,0
01/01/2004,15:00,527,1411,184,E,5,38,E,5,170,E,5,20421,E,5,2867,E,5,18920,E,5,851,E,5,0,A,7,99,C,9,16.0,A,7,-2.8,A,7,27,E,9,993,A,7,180,A,7,4.1,A,7,16093,A,7,77777,A,7,0.8,F,9,,,,,,,0,1,B,8,0
01/01/2004,16:00,328,1411,122,E,5,34,E,5,115,E,5,13278,E,5,1786,E,5,12476,E,5,534,E,5,0,A,7,99,C,9,15.9,A,7,-0.8,A,7,32,E,9,992,A,7,150,A,7,4.1,A,7,16093,A,7,77777,A,7,0.9,F,9,,,,,,,0,1,B,8,0
01/01/2004,17:00,100,1310,15,E,5,15,E,5,14,E,5,1795,E,5,0,E,5,1669,E,5,61,E,5,0,B,8,99,C,9,15.2,C,8,0.9,C,8,38,E,9,993,B,8,180,B,8,4.1,B,8,16093,B,8,77777,R,7,1.0,F,9,,,,,,,0,1,B,8,999
01/01/2004,18:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,0,A,7,99,C,9,14.4,A,7,2.1,A,7,44,E,9,992,A,7,200,A,7,3.8,A,7,16093,A,7,77777,A,7,1.1,F,9,,,,,,,0,1,B,8,0
01/01/2004,19:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,0,A,7,99,C,9,13.9,A,7,3.1,A,7,48,E,9,992,A,7,200,A,7,3.5,A,7,16093,A,7,77777,A,7,1.2,F,9,,,,,,,0,1,B,8,0
01/01/2004,20:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,0,A,7,99,C,9,12.9,A,7,4.1,A,7,55,E,9,993,A,7,160,A,7,2.5,A,7,16093,A,7,77777,A,7,1.2,F,9,,,,,,,0,1,B,8,0
01/01/2004,21:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,1,A,7,99,C,9,11.9,A,7,5.2,A,7,64,E,9,993,A,7,180,A,7,2.0,A,7,15529,A,7,77777,A,7,1.3,F,9,,,,,,,0,1,B,8,0
01/01/2004,22:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,8,A,7,99,C,9,11.0,A,7,7.0,A,7,76,E,9,993,A,7,160,A,7,1.5,A,7,9997,A,7,2700,A,7,1.5,F,9,,,,,,,0,1,B,8,5
01/01/2004,23:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,0,A,7,99,C,9,10.8,A,7,4.9,A,7,67,E,9,993,A,7,130,A,7,1.5,A,7,11077,A,7,77777,A,7,1.3,F,9,,,,,,,0,1,B,8,5
01/01/2004,24:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,1,A,7,99,C,9,9.0,A,7,4.0,A,7,71,E,9,993,A,7,350,B,8,1.3,A,7,10031,A,7,77777,A,7,1.2,F,9,,,,,,,0,1,B,8,0
01/02/2004,01:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,10,A,7,99,C,9,9.1,A,7,4.0,A,7,71,E,9,993,A,7,250,A,7,0.4,A,7,12874,A,7,2065,A,7,1.2,F,9,,,,,,,0,1,B,8,0
01/02/2004,02:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,10,A,7,99,C,9,10.0,A,7,4.2,A,7,67,E,9,993,A,7,250,B,8,2.7,A,7,12686,A,7,1764,A,7,1.2,F,9,,,,,,,0,1,B,8,0
01/02/2004,03:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,10,A,7,99,C,9,10.1,A,7,6.0,A,7,76,E,9,992,A,7,130,A,7,0.2,A,7,11265,A,7,1493,A,7,1.4,F,9,,,,,,,0,1,B,8,0
01/02/2004,04:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,10,A,7,99,C,9,10.9,A,7,6.0,A,7,72,E,9,992,A,7,130,A,7,2.0,A,7,11265,A,7,1324,A,7,1.4,F,9,,,,,,,0,1,B,8,0
01/02/2004,05:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,10,A,7,99,C,9,10.2,A,7,5.8,A,7,74,E,9,992,A,7,160,A,7,0.4,A,7,11577,A,7,716,A,7,1.4,F,9,,,,,,,0,1,?,0,0
01/02/2004,06:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,10,A,7,99,C,9,10.1,A,7,5.1,A,7,71,E,9,991,A,7,140,A,7,3.1,A,7,12686,A,7,1126,A,7,1.3,F,9,,,,,,,0,1,B,8,0
01/02/2004,07:00,0,3,0,E,5,0,E,5,0,E,5,0,E,5,0,E,5,0,E,5,0,E,5,10,A,7,99,C,9,11.0,A,7,6.0,A,7,71,E,9,991,A,7,150,A,7,3.1,A,7,11265,A,7,990,A,7,1.4,F,9,,,,,,,3,1,B,8,0
01/02/2004,08:00,122,1411,7,E,5,0,E,5,7,E,5,779,E,5,0,E,5,1205,E,5,30,E,5,10,A,7,99,C,9,10.6,A,7,7.2,A,7,80,E,9,991,A,7,140,A,7,4.9,A,7,7052,A,7,755,A,7,1.5,F,9,,,,,,,5,1,B,8,10
01/02/2004,09:00,352,1411,33,E,5,0,E,5,33,E,5,3592,E,5,0,E,5,5286,E,5,134,E,5,10,B,8,99,C,9,10.0,C,8,7.6,C,8,85,E,9,991,A,7,150,A,7,4.6,A,7,1729,B,8,602,B,8,1.6,F,9,,,,,,,0,1,B,8,0
01/02/2004,10:00,545,1411,60,E,5,0,E,5,60,E,5,6471,E,5,0,E,5,9160,E,5,235,E,5,10,B,8,99,C,9,9.4,C,8,8.2,C,8,92,E,9,992,A,7,150,A,7,6.2,A,7,2762,B,8,621,B,8,1.6,F,9,,,,,,,5,1,B,8,0
01/02/2004,11:00,681,1411,78,E,5,0,E,5,78,E,5,8377,E,5,0,E,5,11545,E,5,302,E,5,10,B,8,99,C,9,9.0,C,8,8.7,C,8,98,E,9,992,A,7,150,A,7,7.2,A,7,3795,B,8,640,B,8,1.7,F,9,,,,,,,3,1,B,8,0
01/02/2004,12:00,750,1411,89,E,5,0,E,5,89,E,5,9535,E,5,0,E,5,12954,E,5,345,E,5,10,A,7,99,C,9,9.0,A,7,9.0,A,7,100,E,9,991,A,7,150,A,7,5.1,A,7,4828,A,7,660,A,7,1.7,F,9,,,,,,,0,1,B,8,10
01/02/2004,13:00,746,1411,101,E,5,0,E,5,101,E,5,10780,E,5,0,E,5,14606,E,5,392,E,5,10,A,7,99,C,9,10.0,A,7,9.0,A,7,94,E,9,990,A,7,140,A,7,5.5,A,7,4828,A,7,180,A,7,1.7,F,9,,,,,,,0,1,B,8,10
01/02/2004,14:00,671,1411,147,E,5,0,E,5,147,E,5,15506,E,5,0,E,5,21047,E,5,570,E,5,10,A,7,99,C,9,10.1,A,7,9.1,A,7,94,E,9,989,A,7,160,A,7,4.2,A,7,4828,A,7,180,A,7,1.8,F,9,,,,,,,0,1,B,8,10
01/02/2004,15:00,530,1411,113,E,5,0,E,5,113,E,5,12055,E,5,0,E,5,16791,E,5,446,E,5,10,A,7,99,C,9,11.0,A,7,10.0,A,7,94,E,9,989,A,7,140,A,7,5.1,A,7,16093,A,7,480,A,7,1.9,F,9,,,,,,,0,1,B,8,0
01/02/2004,16:00,331,1411,133,E,5,64,E,5,118,E,5,14335,E,5,3167,E,5,12773,E,5,550,E,5,10,A,7,99,C,9,11.0,A,7,9.9,A,7,93,E,9,989,A,7,140,A,7,4.5,A,7,16093,A,7,420,A,7,1.9,F,9,,,,,,,0,1,B,8,0
01/02/2004,17:00,103,1324,17,E,5,30,E,5,15,E,5,2014,E,5,0,E,5,1764,E,5,65,E,5,10,B,8,99,C,9,11.1,C,8,9.5,C,8,90,E,9,989,B,8,140,B,8,3.5,B,8,16093,B,8,430,B,8,1.8,F,9,,,,,,,0,1,B,8,999
01/02/2004,18:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,10,A,7,99,C,9,11.0,A,7,9.0,A,7,88,E,9,989,A,7,130,A,7,3.0,A,7,16093,A,7,520,A,7,1.7,F,9,,,,,,,0,1,B,8,0
01/02/2004,19:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,10,A,7,99,C,9,11.0,A,7,9.0,A,7,88,E,9,989,A,7,130,A,7,2.6,A,7,16093,A,7,586,A,7,1.7,F,9,,,,,,,0,1,B,8,0
01/02/2004,20:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,10,A,7,99,C,9,11.0,A,7,9.0,A,7,88,E,9,989,A,7,120,A,7,2.5,A,7,15867,A,7,471,A,7,1.7,F,9,,,,,,,0,1,B,8,0
01/02/2004,21:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,10,A,7,99,C,9,11.0,A,7,9.0,A,7,88,E,9,989,A,7,140,A,7,1.3,A,7,13544,A,7,445,A,7,1.7,F,9,,,,,,,0,1,B,8,0
01/02/2004,22:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,10,A,7,99,C,9,11.0,A,7,9.0,A,7,88,E,9,989,A,7,100,A,7,2.5,A,7,12310,A,7,508,A,7,1.7,F,9,,,,,,,0,1,B,8,10
01/02/2004,23:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,10,A,7,99,C,9,11.0,A,7,9.0,A,7,88,E,9,989,A,7,120,A,7,2.0,A,7,8233,A,7,881,A,7,1.7,F,9,,,,,,,0,1,B,8,10
01/02/2004,24:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,10,A,7,99,C,9,11.0,A,7,9.0,A,7,88,E,9,989,A,7,130,B,8,1.3,A,7,9843,A,7,2100,A,7,1.7,F,9,,,,,,,0,1,B,8,0
01/03/2004,01:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,9,A,7,99,C,9,10.8,A,7,8.9,A,7,88,E,9,989,A,7,130,B,8,0.0,A,7,11452,A,7,2100,A,7,1.7,F,9,,,,,,,0,1,B,8,0
01/03/2004,02:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,2,A,7,99,C,9,8.8,A,7,7.8,A,7,93,E,9,988,A,7,330,A,7,0.2,A,7,13249,A,7,77777,A,7,1.6,F,9,,,,,,,0,1,B,8,0
01/03/2004,03:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,0,A,7,99,C,9,6.9,A,7,5.9,A,7,93,E,9,988,A,7,330,A,7,2.2,A,7,16093,A,7,77777,A,7,1.4,F,9,,,,,,,0,1,B,8,0
01/03/2004,04:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,0,A,7,99,C,9,6.0,A,7,4.9,A,7,93,E,9,988,A,7,320,A,7,2.6,A,7,16093,A,7,77777,A,7,1.3,F,9,,,,,,,0,1,B,8,0
01/03/2004,05:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,0,A,7,99,C,9,6.0,A,7,3.9,A,7,86,E,9,987,A,7,300,A,7,2.7,A,7,16093,A,7,77777,A,7,1.2,F,9,,,,,,,0,1,B,8,0
01/03/2004,06:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,0,A,7,99,C,9,6.0,A,7,2.9,A,7,81,E,9,988,A,7,310,A,7,3.2,A,7,16093,A,7,77777,A,7,1.1,F,9,,,,,,,0,1,B,8,0
01/03/2004,07:00,0,2,0,E,5,0,E,5,0,E,5,0,E,5,0,E,5,0,E,5,0,E,5,0,A,7,99,C,9,6.2,A,7,1.4,A,7,72,E,9,988,A,7,350,A,7,4.3,A,7,16093,A,7,77777,A,7,1.0,F,9,,,,,,,0,1,B,8,0
01/03/2004,08:00,121,1411,41,E,5,283,E,5,17,E,5,4762,E,5,0,E,5,1939,E,5,71,E,5,0,A,7,99,C,9,8.0,A,7,-3.1,A,7,45,E,9,989,A,7,10,A,7,6.3,A,7,16093,A,7,77777,A,7,0.7,F,9,,,,,,,0,1,B,8,0
01/03/2004,09:00,352,1411,205,E,5,587,E,5,59,E,5,23665,E,5,20944,E,5,6781,E,5,275,E,5,0,A,7,99,C,9,8.1,A,7,-4.0,A,7,41,E,9,990,A,7,330,A,7,6.5,A,7,16093,A,7,77777,A,7,0.7,F,9,,,,,,,0,1,B,8,0
01/03/2004,10:00,546,1411,363,E,5,703,E,5,91,E,5,42446,E,5,40414,E,5,10674,E,5,458,E,5,0,A,7,99,C,9,9.1,A,7,-4.2,A,7,38,E,9,991,A,7,330,A,7,5.0,A,7,16093,A,7,77777,A,7,0.7,F,9,,,,,,,0,1,B,8,0
01/03/2004,11:00,682,1411,468,E,5,739,E,5,111,E,5,55369,E,5,48016,E,5,13135,E,5,582,E,5,0,A,7,99,C,9,10.1,A,7,-6.0,A,7,31,E,9,992,A,7,330,A,7,8.1,A,7,16093,A,7,77777,A,7,0.6,F,9,,,,,,,0,1,?,0,0
01/03/2004,12:00,751,1411,527,E,5,729,E,5,138,E,5,62024,E,5,51168,E,5,16363,E,5,743,E,5,0,A,7,99,C,9,11.1,A,7,-6.0,A,7,29,E,9,992,A,7,320,A,7,7.3,A,7,16093,A,7,77777,A,7,0.6,F,9,,,,,,,0,1,B,8,0
01/03/2004,13:00,749,1411,529,E,5,771,E,5,120,E,5,62965,E,5,51834,E,5,14373,E,5,646,E,5,0,A,7,99,C,9,12.1,A,7,-6.0,A,7,27,E,9,991,A,7,300,A,7,7.5,A,7,16093,A,7,77777,A,7,0.6,F,9,,,,,,,0,1,B,8,0
01/03/2004,14:00,674,1411,491,E,5,826,E,5,96,E,5,58633,E,5,51508,E,5,11525,E,5,505,E,5,0,A,7,99,C,9,12.9,A,7,-6.2,A,7,25,E,9,991,A,7,340,A,7,6.3,A,7,16093,A,7,77777,A,7,0.6,F,9,,,,,,,0,1,B,8,0
01/03/2004,15:00,533,1411,371,E,5,675,E,5,116,E,5,42463,E,5,42788,E,5,13324,E,5,582,E,5,0,A,7,99,C,9,12.1,A,7,-7.9,A,7,23,E,9,991,A,7,330,A,7,6.9,A,7,16093,A,7,77777,A,7,0.5,F,9,,,,,,,0,1,B,8,0
01/03/2004,16:00,335,1411,240,E,5,564,E,5,107,E,5,26317,E,5,29055,E,5,11724,E,5,498,E,5,0,A,7,99,C,9,12.8,A,7,-7.0,A,7,24,E,9,991,A,7,340,A,7,8.3,A,7,16093,A,7,77777,A,7,0.6,F,9,,,,,,,0,1,B,8,0
01/03/2004,17:00,106,1336,33,E,5,266,E,5,13,E,5,3872,E,5,0,E,5,1537,E,5,56,E,5,0,B,8,99,C,9,11.6,C,8,-7.9,C,8,24,E,9,991,B,8,340,B,8,9.2,B,8,16093,B,8,77777,R,7,0.5,F,9,,,,,,,0,1,B,8,999
01/03/2004,18:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,0,A,7,99,C,9,10.4,A,7,-7.6,A,7,26,E,9,992,A,7,340,A,7,8.4,A,7,16093,A,7,77777,A,7,0.5,F,9,,,,,,,0,1,B,8,0
01/03/2004,19:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,0,A,7,99,C,9,9.8,A,7,-7.5,A,7,28,E,9,992,A,7,340,A,7,7.5,A,7,16093,A,7,77777,A,7,0.5,F,9,,,,,,,0,1,B,8,0
01/03/2004,20:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,0,A,7,99,C,9,8.0,A,7,-4.1,A,7,41,E,9,992,A,7,320,A,7,5.9,A,7,16093,A,7,77777,A,7,0.7,F,9,,,,,,,0,1,B,8,0
01/03/2004,21:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,0,A,7,99,C,9,8.0,A,7,-5.2,A,7,38,E,9,991,A,7,330,A,7,7.5,A,7,16093,A,7,77777,A,7,0.6,F,9,,,,,,,0,1,B,8,0
01/03/2004,22:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,0,A,7,99,C,9,8.0,A,7,-7.1,A,7,32,E,9,992,A,7,340,B,8,5.7,A,7,16093,A,7,77777,A,7,0.6,F,9,,,,,,,0,1,B,8,0
01/03/2004,23:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,0,A,7,99,C,9,8.0,A,7,-8.1,A,7,30,E,9,993,A,7,340,A,7,2.6,A,7,16093,A,7,77777,A,7,0.5,F,9,,,,,,,0,1,B,8,0
01/03/2004,24:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,0,A,7,99,C,9,8.0,A,7,-8.9,A,7,28,E,9,993,A,7,340,A,7,6.6,A,7,16093,A,7,77777,A,7,0.5,F,9,,,,,,,0,1,B,8,0
01/04/2004,01:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,0,A,7,99,C,9,7.8,A,7,-7.8,A,7,31,E,9,993,A,7,360,A,7,5.3,A,7,16093,A,7,77777,A,7,0.5,F,9,,,,,,,0,1,B,8,0
01/04/2004,02:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,0,A,7,99,C,9,5.9,A,7,-6.0,A,7,41,E,9,993,A,7,60,A,7,2.6,A,7,16093,A,7,77777,A,7,0.6,F,9,,,,,,,0,1,B,8,0
01/04/2004,03:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,0,A,7,99,C,9,4.9,A,7,-6.0,A,7,43,E,9,993,A,7,240,A,7,2.5,A,7,16093,A,7,77777,A,7,0.6,F,9,,,,,,,0,1,B,8,0
01/04/2004,04:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,0,A,7,99,C,9,3.9,A,7,-6.0,A,7,46,E,9,993,A,7,360,A,7,1.6,A,7,16093,A,7,77777,A,7,0.6,F,9,,,,,,,0,1,B,8,0
01/04/2004,05:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,0,A,7,99,C,9,3.1,A,7,-6.1,A,7,52,E,9,993,A,7,280,A,7,2.4,A,7,16093,A,7,77777,A,7,0.6,F,9,,,,,,,0,1,B,8,0
01/04/2004,06:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,0,A,7,99,C,9,4.0,A,7,-7.0,A,7,46,E,9,993,A,7,320,A,7,4.5,A,7,16093,A,7,77777,A,7,0.6,F,9,,,,,,,0,1,B,8,0
01/04/2004,07:00,0,2,0,E,5,0,E,5,0,E,5,0,E,5,0,E,5,0,E,5,0,E,5,0,A,7,99,C,9,4.0,A,7,-7.0,A,7,46,E,9,994,A,7,280,A,7,4.0,A,7,16093,A,7,77777,A,7,0.6,F,9,,,,,,,0,1,B,8,0
01/04/2004,08:00,121,1411,40,E,5,271,E,5,17,E,5,4648,E,5,0,E,5,1942,E,5,71,E,5,0,A,7,99,C,9,4.1,A,7,-7.1,A,7,45,E,9,994,A,7,290,A,7,3.2,A,7,16093,A,7,77777,A,7,0.6,F,9,,,,,,,0,1,B,8,0
01/04/2004,09:00,352,1411,205,E,5,592,E,5,57,E,5,23724,E,5,21332,E,5,6647,E,5,269,E,5,0,B,8,99,C,9,5.8,C,8,-8.0,C,8,35,E,9,995,B,8,290,B,8,3.9,B,8,16093,B,8,77777,R,7,0.5,F,9,,,,,,,0,1,B,8,999
01/04/2004,10:00,547,1411,365,E,5,726,E,5,84,E,5,42997,E,5,41263,E,5,9897,E,5,422,E,5,0,A,7,99,C,9,7.8,A,7,-9.1,A,7,28,E,9,996,A,7,290,A,7,2.6,A,7,16093,A,7,77777,A,7,0.5,F,9,,,,,,,0,1,B,8,0
01/04/2004,11:00,684,1411,479,E,5,769,E,5,106,E,5,56886,E,5,49944,E,5,12687,E,5,560,E,5,0,A,7,99,C,9,10.2,A,7,-10.1,A,7,22,E,9,997,A,7,290,B,8,1.3,A,7,16093,A,7,77777,A,7,0.5,F,9,,,,,,,0,1,?,0,0
01/04/2004,12:00,753,1411,538,E,5,778,E,5,123,E,5,64022,E,5,53311,E,5,14695,E,5,661,E,5,0,A,7,99,C,9,12.2,A,7,-11.1,A,7,17,E,9,996,A,7,250,A,7,0.2,A,7,16093,A,7,77777,A,7,0.4,F,9,,,,,,,0,1,B,8,0
01/04/2004,13:00,751,1411,551,E,5,819,E,5,116,E,5,65870,E,5,55225,E,5,13854,E,5,620,E,5,0,A,7,99,C,9,14.0,A,7,-12.1,A,7,14,E,9,994,A,7,250,A,7,1.6,A,7,16093,A,7,77777,A,7,0.4,F,9,,,,,,,0,1,B,8,0
01/04/2004,14:00,677,1411,484,E,5,755,E,5,122,E,5,56832,E,5,51317,E,5,14359,E,5,640,E,5,0,A,7,99,C,9,14.1,A,7,-13.0,A,7,13,E,9,993,A,7,210,A,7,2.6,A,7,16093,A,7,77777,A,7,0.4,F,9,,,,,,,0,1,B,8,0
01/04/2004,15:00,536,1411,393,E,5,771,E,5,100,E,5,45617,E,5,46819,E,5,11687,E,5,504,E,5,0,A,7,99,C,9,15.0,A,7,-13.0,A,7,12,E,9,993,A,7,180,B,8,2.3,A,7,16093,A,7,77777,A,7,0.4,F,9,,,,,,,0,1,B,8,0
01/04/2004,16:00,338,1411,238,E,5,558,E,5,104,E,5,26143,E,5,28868,E,5,11499,E,5,487,E,5,0,A,7,99,C,9,15.1,A,7,-12.8,A,7,13,E,9,993,A,7,210,A,7,0.3,A,7,16093,A,7,77777,A,7,0.4,F,9,,,,,,,0,1,B,8,0
