722880,"BURBANK-GLENDALE-PASADENA",,-8.0,34.200,-118.350,226,USA,4,NAP,Csb,
Date (MM/DD/YYYY),Time (HH:MM),ETR (W/m^2),ETRN (W/m^2),GHI (W/m^2),GHI source,GHI uncert (%),DNI (W/m^2),DNI source,DNI uncert (%),DHI (W/m^2),DHI source,DHI uncert (%),GH illum (lx),GH illum source,Global illum uncert (%),DN illum (lx),DN illum source,DN illum uncert (%),DH illum (lx),DH illum source,DH illum uncert (%),Zenith lum (cd/m^2),Zenith lum source,Zenith lum uncert (%),TotCld (tenths),TotCld source,TotCld uncert (code),OpqCld (tenths),OpqCld source,OpqCld uncert (code),Dry-bulb (C),Dry-bulb source,Dry-bulb uncert (code),Dew-point (C),Dew-point source,Dew-point uncert (code),RHum (%),RHum source,RHum uncert (code),Pressure (mbar),Pressure source,Pressure uncert (code),Wdir (degrees),Wdir source,Wdir uncert (code),Wspd (m/s),Wspd source,Wspd uncert (code),Hvis (m),Hvis source,Hvis uncert (code),CeilHgt (m),CeilHgt source,CeilHgt uncert (code),Pwat (cm),Pwat source,Pwat uncert (code),AOD (unitless),AOD source,AOD uncert (code),Alb (unitless),Alb source,Alb uncert (code),Lprecip depth (mm),Lprecip quantity (hr),Lprecip source,Lprecip uncert (code),PresWth (METAR code)        
02/16/2003,15:00,744,1399,403,E,5,231,E,5,280,E,5,44621,E,5,20290,E,5,31190,E,5,1504,E,5,8,B,8,99,C,9,16.9,C,8,8.9,C,8,59,E,9,992,B,8,260,B,8,2.6,B,8,16093,B,8,1170,R,7,1.7,F,9,,,,,,,0,1,?,0,999
02/16/2003,16:00,545,1399,227,E,5,102,E,5,188,E,5,25010,E,5,7612,E,5,20726,E,5,946,E,5,7,B,8,99,C,9,17.1,C,8,8.6,C,8,57,E,9,991,B,8,260,B,8,2.5,B,8,16093,B,8,1170,R,7,1.7,F,9,,,,,,,0,1,?,0,999
02/16/2003,17:00,297,1399,172,E,5,218,E,5,126,E,5,18258,E,5,11273,E,5,13401,E,5,579,E,5,6,B,8,99,C,9,17.1,C,8,8.7,C,8,58,E,9,991,B,8,240,B,8,2.3,B,8,16093,B,8,77777,R,7,1.7,F,9,,,,,,,0,1,?,0,999
02/16/2003,18:00,46,780,3,E,5,51,E,5,2,E,5,451,E,5,0,E,5,233,E,5,8,E,5,5,A,7,99,C,9,17.0,A,7,9.0,A,7,59,E,9,991,A,7,240,A,7,2.2,A,7,16093,A,7,77777,A,7,1.7,F,9,,,,,,,0,1,?,0,0
02/16/2003,19:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,4,A,7,99,C,9,16.9,A,7,9.1,A,7,60,E,9,991,A,7,240,A,7,2.3,A,7,16093,A,7,77777,A,7,1.8,F,9,,,,,,,0,1,?,0,0
02/16/2003,20:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,0,A,7,99,C,9,15.9,A,7,9.9,A,7,68,E,9,991,A,7,270,A,7,3.5,A,7,16093,A,7,77777,A,7,1.9,F,9,,,,,,,0,1,?,0,0
02/16/2003,21:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,0,A,7,99,C,9,14.9,A,7,9.0,A,7,68,E,9,991,A,7,270,B,8,3.0,A,7,16093,A,7,77777,A,7,1.7,F,9,,,,,,,0,1,?,0,0
02/16/2003,22:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,0,A,7,99,C,9,14.0,A,7,9.0,A,7,72,E,9,992,A,7,260,A,7,2.2,A,7,16093,A,7,77777,A,7,1.7,F,9,,,,,,,0,1,?,0,0
02/16/2003,23:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,0,A,7,99,C,9,13.9,A,7,9.0,A,7,72,E,9,992,A,7,260,A,7,2.6,A,7,16093,A,7,77777,A,7,1.7,F,9,,,,,,,0,1,?,0,0
02/16/2003,24:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,0,A,7,99,C,9,13.0,A,7,9.0,A,7,77,E,9,992,A,7,280,B,8,2.3,A,7,16093,A,7,77777,A,7,1.7,F,9,,,,,,,0,1,?,0,0
02/17/2003,01:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,0,A,7,99,C,9,13.0,A,7,9.0,A,7,77,E,9,992,A,7,280,B,8,0.0,A,7,16093,A,7,77777,A,7,1.7,F,9,,,,,,,0,1,?,0,0
02/17/2003,02:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,0,A,7,99,C,9,12.9,A,7,9.0,A,7,77,E,9,992,A,7,340,A,7,0.2,A,7,16093,A,7,77777,A,7,1.7,F,9,,,,,,,0,1,?,0,0
02/17/2003,03:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,0,A,7,99,C,9,11.9,A,7,9.0,A,7,82,E,9,991,A,7,340,B,8,1.3,A,7,16093,A,7,77777,A,7,1.7,F,9,,,,,,,0,1,?,0,0
02/17/2003,04:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,0,A,7,99,C,9,11.1,A,7,8.8,A,7,86,E,9,990,A,7,310,A,7,0.2,A,7,16093,A,7,77777,A,7,1.7,F,9,,,,,,,0,1,?,0,0
02/17/2003,05:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,0,A,7,99,C,9,11.9,A,7,7.2,A,7,73,E,9,990,A,7,310,A,7,2.0,A,7,16093,A,7,77777,A,7,1.5,F,9,,,,,,,0,1,?,0,0
02/17/2003,06:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,0,A,7,99,C,9,11.0,A,7,8.8,A,7,86,E,9,990,A,7,40,A,7,1.5,A,7,16093,A,7,77777,A,7,1.7,F,9,,,,,,,0,1,?,0,0
02/17/2003,07:00,17,466,0,E,5,0,E,5,0,E,5,0,E,5,0,E,5,0,E,5,0,E,5,0,A,7,99,C,9,11.0,A,7,7.0,A,7,76,E,9,990,A,7,260,A,7,1.5,A,7,16093,A,7,77777,A,7,1.5,F,9,,,,,,,0,1,?,0,0
02/17/2003,08:00,236,1398,47,E,5,12,E,5,45,E,5,5369,E,5,137,E,5,5153,E,5,204,E,5,0,A,7,99,C,9,11.1,A,7,7.1,A,7,76,E,9,990,A,7,50,B,8,1.5,A,7,16093,A,7,77777,A,7,1.5,F,9,,,,,,,0,1,?,0,0
02/17/2003,09:00,493,1398,301,E,5,407,E,5,158,E,5,33227,E,5,27528,E,5,17509,E,5,783,E,5,0,A,7,99,C,9,12.1,A,7,7.8,A,7,75,E,9,991,A,7,330,A,7,1.5,A,7,16093,A,7,77777,A,7,1.6,F,9,,,,,,,0,1,?,0,0
02/17/2003,10:00,706,1398,303,E,5,180,E,5,212,E,5,34124,E,5,14213,E,5,24015,E,5,1127,E,5,0,A,7,99,C,9,13.3,A,7,5.9,A,7,61,E,9,992,A,7,330,B,8,1.5,A,7,16093,A,7,77777,A,7,1.4,F,9,,,,,,,0,1,?,0,0
02/17/2003,11:00,860,1398,284,E,5,32,E,5,265,E,5,32348,E,5,2740,E,5,30244,E,5,1466,E,5,0,A,7,99,C,9,16.0,A,7,5.1,A,7,49,E,9,992,A,7,330,B,8,1.5,A,7,16093,A,7,77777,A,7,1.3,F,9,,,,,,,0,1,?,0,0
02/17/2003,12:00,945,1398,371,E,5,63,E,5,328,E,5,42010,E,5,5678,E,5,37420,E,5,1855,E,5,0,A,7,99,C,9,16.1,A,7,5.8,A,7,51,E,9,992,A,7,220,B,8,1.3,A,7,16093,A,7,77777,A,7,1.4,F,9,,,,,,,0,1,?,0,0
02/17/2003,13:00,954,1398,417,E,5,105,E,5,345,E,5,47183,E,5,9778,E,5,39291,E,5,1956,E,5,0,A,7,99,C,9,17.1,A,7,4.1,A,7,42,E,9,991,A,7,220,A,7,0.4,A,7,16093,A,7,77777,A,7,1.2,F,9,,,,,,,0,1,?,0,0
02/17/2003,14:00,888,1398,396,E,5,116,E,5,323,E,5,44562,E,5,10611,E,5,36507,E,5,1801,E,5,0,A,7,99,C,9,18.0,A,7,5.2,A,7,43,E,9,991,A,7,220,B,8,2.9,A,7,16093,A,7,77777,A,7,1.3,F,9,,,,,,,0,1,?,0,0
02/17/2003,15:00,750,1398,242,E,5,15,E,5,234,E,5,25135,E,5,1528,E,5,32209,E,5,909,E,5,3,A,7,99,C,9,18.0,A,7,6.9,A,7,48,E,9,991,A,7,190,A,7,1.7,A,7,16093,A,7,77777,A,7,1.5,F,9,,,,,,,0,1,?,0,0
02/17/2003,16:00,550,1398,185,E,5,33,E,5,172,E,5,20533,E,5,2381,E,5,19185,E,5,869,E,5,2,A,7,99,C,9,17.9,A,7,6.0,A,7,46,E,9,990,A,7,190,A,7,3.1,A,7,16093,A,7,77777,A,7,1.4,F,9,,,,,,,0,1,?,0,0
02/17/2003,17:00,302,1398,153,E,5,148,E,5,121,E,5,16345,E,5,7627,E,5,12987,E,5,559,E,5,0,B,8,99,C,9,17.3,C,8,5.8,C,8,47,E,9,989,B,8,210,B,8,3.0,B,8,16093,B,8,77777,R,7,1.4,F,9,,,,,,,0,1,?,0,999
02/17/2003,18:00,48,801,4,E,5,37,E,5,3,E,5,502,E,5,0,E,5,341,E,5,11,E,5,0,A,7,99,C,9,17.0,A,7,5.4,A,7,47,E,9,990,A,7,210,A,7,2.5,A,7,16093,A,7,77777,A,7,1.4,F,9,,,,,,,0,1,?,0,0
02/17/2003,19:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,0,A,7,99,C,9,17.0,A,7,5.0,A,7,45,E,9,990,A,7,210,B,8,1.9,A,7,16093,A,7,77777,A,7,1.3,F,9,,,,,,,0,1,?,0,0
02/17/2003,20:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,0,A,7,99,C,9,16.9,A,7,5.2,A,7,46,E,9,990,A,7,210,B,8,0.0,A,7,16093,A,7,77777,A,7,1.3,F,9,,,,,,,0,1,?,0,0
02/17/2003,21:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,0,A,7,99,C,9,15.9,A,7,7.1,A,7,56,E,9,990,A,7,330,A,7,0.2,A,7,16093,A,7,77777,A,7,1.5,F,9,,,,,,,0,1,?,0,0
02/17/2003,22:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,0,A,7,99,C,9,14.9,A,7,7.8,A,7,63,E,9,990,A,7,330,A,7,2.2,A,7,16093,A,7,77777,A,7,1.6,F,9,,,,,,,0,1,?,0,0
02/17/2003,23:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,0,A,7,99,C,9,13.9,A,7,5.9,A,7,59,E,9,990,A,7,290,A,7,2.5,A,7,16093,A,7,77777,A,7,1.4,F,9,,,,,,,0,1,?,0,0
02/17/2003,24:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,0,A,7,99,C,9,12.9,A,7,5.3,A,7,60,E,9,991,A,7,330,A,7,2.2,A,7,16093,A,7,77777,A,7,1.3,F,9,,,,,,,0,1,?,0,0
02/18/2003,01:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,0,A,7,99,C,9,12.0,A,7,7.9,A,7,76,E,9,990,A,7,300,A,7,2.7,A,7,16093,A,7,77777,A,7,1.6,F,9,,,,,,,0,1,?,0,0
02/18/2003,02:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,0,A,7,99,C,9,11.8,A,7,6.9,A,7,72,E,9,990,A,7,310,A,7,3.0,A,7,16093,A,7,77777,A,7,1.5,F,9,,,,,,,0,1,?,0,0
02/18/2003,03:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,0,A,7,99,C,9,9.9,A,7,5.8,A,7,76,E,9,990,A,7,330,A,7,2.0,A,7,16093,A,7,77777,A,7,1.4,F,9,,,,,,,0,1,?,0,0
02/18/2003,04:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,0,A,7,99,C,9,9.0,A,7,4.0,A,7,71,E,9,990,A,7,360,A,7,1.5,A,7,16093,A,7,77777,A,7,1.2,F,9,,,,,,,0,1,B,8,0
02/18/2003,05:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,0,A,7,99,C,9,8.9,A,7,4.0,A,7,72,E,9,990,A,7,10,A,7,1.5,A,7,16093,A,7,77777,A,7,1.2,F,9,,,,,,,0,1,B,8,0
02/18/2003,06:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,0,A,7,99,C,9,7.9,A,7,3.9,A,7,76,E,9,990,A,7,330,B,8,1.3,A,7,16093,A,7,77777,A,7,1.2,F,9,,,,,,,0,1,B,8,0
02/18/2003,07:00,18,491,0,E,5,0,E,5,0,E,5,0,E,5,0,E,5,0,E,5,0,E,5,0,A,7,99,C,9,7.0,A,7,3.0,A,7,76,E,9,991,A,7,330,A,7,0.2,A,7,16093,A,7,77777,A,7,1.1,F,9,,,,,,,0,1,B,8,0
02/18/2003,08:00,242,1398,78,E,5,88,E,5,63,E,5,8670,E,5,1996,E,5,7003,E,5,285,E,5,4,A,7,99,C,9,7.3,A,7,3.1,A,7,75,E,9,991,A,7,330,A,7,1.5,A,7,16093,A,7,77777,A,7,1.2,F,9,,,,,,,0,1,B,8,0
02/18/2003,09:00,498,1398,277,E,5,374,E,5,144,E,5,30905,E,5,24673,E,5,16129,E,5,716,E,5,0,A,7,99,C,9,10.2,A,7,4.3,A,7,67,E,9,992,A,7,170,A,7,1.6,A,7,16093,A,7,77777,A,7,1.3,F,9,,,,,,,0,1,B,8,0
02/18/2003,10:00,712,1398,490,E,5,677,E,5,146,E,5,56958,E,5,45455,E,5,17003,E,5,776,E,5,3,A,7,99,C,9,12.1,A,7,7.2,A,7,72,E,9,993,A,7,140,A,7,2.8,A,7,15154,A,7,77777,A,7,1.5,F,9,,,,,,,0,1,B,8,5
02/18/2003,11:00,866,1398,636,E,5,816,E,5,131,E,5,76621,E,5,54361,E,5,15777,E,5,725,E,5,10,A,7,99,C,9,8.3,A,7,2.8,A,7,69,E,9,993,A,7,290,A,7,3.1,A,7,16000,A,7,77777,A,7,1.1,F,9,,,,,,,0,1,?,0,999
02/18/2003,12:00,951,1398,715,E,5,849,E,5,138,E,5,86673,E,5,54711,E,5,16773,E,5,780,E,5,0,A,7,99,C,9,15.1,A,7,8.9,A,7,67,E,9,993,A,7,290,B,8,0.2,A,7,9843,A,7,77777,A,7,1.7,F,9,,,,,,,0,1,?,0,0
02/18/2003,13:00,960,1398,724,E,5,848,E,5,141,E,5,87696,E,5,55421,E,5,17199,E,5,801,E,5,0,A,7,99,C,9,16.1,A,7,7.9,A,7,58,E,9,992,A,7,290,B,8,1.6,A,7,11640,A,7,77777,A,7,1.6,F,9,,,,,,,0,1,?,0,0
02/18/2003,14:00,893,1398,661,E,5,803,E,5,148,E,5,79084,E,5,53917,E,5,17788,E,5,828,E,5,0,A,7,99,C,9,17.2,A,7,6.9,A,7,51,E,9,991,A,7,170,B,8,2.0,A,7,14671,A,7,77777,A,7,1.5,F,9,,,,,,,0,1,?,0,0
02/18/2003,15:00,755,1398,544,E,5,733,E,5,148,E,5,63623,E,5,49920,E,5,17372,E,5,797,E,5,0,A,7,99,C,9,19.1,A,7,5.9,A,7,42,E,9,990,A,7,170,B,8,1.3,A,7,16093,A,7,77777,A,7,1.4,F,9,,,,,,,0,1,?,0,0
02/18/2003,16:00,555,1398,385,E,5,694,E,5,109,E,5,44383,E,5,40865,E,5,12658,E,5,554,E,5,0,A,7,99,C,9,19.9,A,7,5.7,A,7,40,E,9,990,A,7,170,A,7,0.5,A,7,15717,A,7,77777,A,7,1.4,F,9,,,,,,,0,1,?,0,0
02/18/2003,17:00,307,1398,209,E,5,448,E,5,111,E,5,22559,E,5,20950,E,5,12001,E,5,513,E,5,0,B,8,99,C,9,19.4,C,8,8.3,C,8,49,E,9,989,B,8,170,B,8,4.5,B,8,12874,B,8,77777,R,7,1.7,F,9,,,,,,,0,1,?,0,999
02/18/2003,18:00,51,822,6,E,5,118,E,5,2,E,5,780,E,5,0,E,5,220,E,5,7,E,5,0,A,7,99,C,9,18.4,A,7,10.4,A,7,60,E,9,990,A,7,180,A,7,4.0,A,7,12874,A,7,77777,A,7,1.9,F,9,,,,,,,0,1,?,0,0
02/18/2003,19:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,0,A,7,99,C,9,17.8,A,7,10.1,A,7,61,E,9,990,A,7,180,A,7,3.5,A,7,12874,A,7,77777,A,7,1.9,F,9,,,,,,,0,1,?,0,0
02/18/2003,20:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,0,A,7,99,C,9,15.9,A,7,11.0,A,7,73,E,9,990,A,7,180,B,8,2.3,A,7,12874,A,7,77777,A,7,2.0,F,9,,,,,,,0,1,?,0,0
02/18/2003,21:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,0,A,7,99,C,9,14.9,A,7,11.0,A,7,78,E,9,990,A,7,150,A,7,0.2,A,7,12874,A,7,77777,A,7,2.0,F,9,,,,,,,0,1,?,0,0
02/18/2003,22:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,0,A,7,99,C,9,13.9,A,7,10.9,A,7,82,E,9,990,A,7,150,A,7,1.6,A,7,12874,A,7,77777,A,7,2.0,F,9,,,,,,,0,1,?,0,0
02/18/2003,23:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,0,A,7,99,C,9,13.0,A,7,10.0,A,7,82,E,9,991,A,7,110,A,7,2.5,A,7,12874,A,7,77777,A,7,1.9,F,9,,,,,,,0,1,?,0,0
02/18/2003,24:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,0,A,7,99,C,9,12.8,A,7,9.8,A,7,82,E,9,991,A,7,80,B,8,1.3,A,7,12874,A,7,77777,A,7,1.8,F,9,,,,,,,0,1,?,0,0
02/19/2003,01:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,0,A,7,99,C,9,11.0,A,7,8.0,A,7,82,E,9,990,A,7,70,A,7,0.2,A,7,13061,A,7,77777,A,7,1.6,F,9,,,,,,,0,1,?,0,0
02/19/2003,02:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,0,A,7,99,C,9,10.8,A,7,7.7,A,7,81,E,9,990,A,7,70,A,7,1.5,A,7,14671,A,7,77777,A,7,1.6,F,9,,,,,,,0,1,?,0,0
02/19/2003,03:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,0,A,7,99,C,9,8.9,A,7,4.8,A,7,76,E,9,989,A,7,320,A,7,1.6,A,7,16093,A,7,77777,A,7,1.3,F,9,,,,,,,0,1,?,0,0
02/19/2003,04:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,0,A,7,99,C,9,8.0,A,7,3.0,A,7,71,E,9,989,A,7,300,B,8,1.9,A,7,16093,A,7,77777,A,7,1.1,F,9,,,,,,,0,1,?,0,0
02/19/2003,05:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,0,A,7,99,C,9,7.9,A,7,3.0,A,7,71,E,9,989,A,7,300,B,8,0.0,A,7,16093,A,7,77777,A,7,1.1,F,9,,,,,,,0,1,?,0,0
02/19/2003,06:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,0,A,7,99,C,9,6.9,A,7,3.0,A,7,76,E,9,989,A,7,340,A,7,0.2,A,7,16093,A,7,77777,A,7,1.1,F,9,,,,,,,0,1,?,0,0
02/19/2003,07:00,20,515,0,E,5,0,E,5,0,E,5,0,E,5,0,E,5,0,E,5,0,E,5,0,A,7,99,C,9,6.1,A,7,3.1,A,7,81,E,9,989,A,7,340,B,8,1.5,A,7,16093,A,7,77777,A,7,1.2,F,9,,,,,,,0,1,?,0,0
02/19/2003,08:00,247,1397,123,E,5,458,E,5,42,E,5,14115,E,5,6051,E,5,4866,E,5,192,E,5,0,A,7,99,C,9,7.1,A,7,4.0,A,7,81,E,9,990,A,7,340,B,8,1.3,A,7,16093,A,7,77777,A,7,1.2,F,9,,,,,,,0,1,?,0,0
02/19/2003,09:00,504,1397,321,E,5,636,E,5,92,E,5,37187,E,5,34312,E,5,10666,E,5,457,E,5,0,A,7,99,C,9,8.5,A,7,3.9,A,7,73,E,9,990,A,7,140,B,8,0.0,A,7,16093,A,7,77777,A,7,1.2,F,9,,,,,,,0,1,?,0,0
02/19/2003,10:00,717,1397,496,E,5,729,E,5,121,E,5,58575,E,5,47185,E,5,14388,E,5,647,E,5,0,A,7,99,C,9,12.2,A,7,3.5,A,7,56,E,9,991,A,7,140,A,7,0.4,A,7,15342,A,7,77777,A,7,1.2,F,9,,,,,,,0,1,?,0,5
02/19/2003,11:00,872,1397,600,E,5,656,E,5,190,E,5,70113,E,5,47856,E,5,22342,E,5,1058,E,5,0,A,7,99,C,9,14.2,A,7,7.2,A,7,63,E,9,990,A,7,140,A,7,3.6,A,7,9280,A,7,77777,A,7,1.5,F,9,,,,,,,0,1,?,0,5
02/19/2003,12:00,957,1397,627,E,5,499,E,5,286,E,5,71894,E,5,41360,E,5,32937,E,5,1619,E,5,0,A,7,99,C,9,16.1,A,7,8.9,A,7,62,E,9,990,A,7,170,A,7,3.7,A,7,6437,A,7,77777,A,7,1.7,F,9,,,,,,,0,1,?,0,5
02/19/2003,13:00,966,1397,480,E,5,253,E,5,305,E,5,54812,E,5,21655,E,5,35008,E,5,1729,E,5,0,A,7,99,C,9,17.0,A,7,8.1,A,7,56,E,9,989,A,7,170,A,7,4.6,A,7,6624,A,7,77777,A,7,1.6,F,9,,,,,,,0,1,?,0,5
02/19/2003,14:00,899,1397,452,E,5,226,E,5,307,E,5,51026,E,5,19681,E,5,34818,E,5,1715,E,5,0,A,7,99,C,9,16.9,A,7,9.0,A,7,60,E,9,988,A,7,160,A,7,4.7,A,7,8046,A,7,77777,A,7,1.7,F,9,,,,,,,0,1,?,0,5
02/19/2003,15:00,761,1397,270,E,5,65,E,5,234,E,5,30427,E,5,5248,E,5,26552,E,5,1265,E,5,0,A,7,99,C,9,16.0,A,7,9.0,A,7,63,E,9,987,A,7,200,A,7,5.7,A,7,8421,A,7,77777,A,7,1.7,F,9,,,,,,,0,1,?,0,0
02/19/2003,16:00,560,1397,384,E,5,499,E,5,184,E,5,42443,E,5,36729,E,5,20410,E,5,932,E,5,3,A,7,99,C,9,15.9,A,7,8.4,A,7,61,E,9,987,A,7,200,A,7,5.6,A,7,11828,A,7,77777,A,7,1.7,F,9,,,,,,,0,1,?,0,0
02/19/2003,17:00,312,1397,220,E,5,469,E,5,116,E,5,23727,E,5,23474,E,5,12505,E,5,536,E,5,8,B,8,99,C,9,15.1,C,8,5.8,C,8,54,E,9,986,B,8,180,B,8,5.2,B,8,16093,B,8,900,R,7,1.4,F,9,,,,,,,0,1,?,0,999
02/19/2003,18:00,54,843,8,E,5,130,E,5,3,E,5,1003,E,5,0,E,5,376,E,5,13,E,5,3,A,7,99,C,9,14.4,A,7,5.1,A,7,54,E,9,986,A,7,150,A,7,5.7,A,7,16093,A,7,77777,A,7,1.3,F,9,,,,,,,0,1,?,0,0
02/19/2003,19:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,0,A,7,99,C,9,13.9,A,7,6.1,A,7,59,E,9,985,A,7,150,A,7,5.8,A,7,16093,A,7,77777,A,7,1.4,F,9,,,,,,,0,1,?,0,0
02/19/2003,20:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,3,A,7,99,C,9,13.0,A,7,7.0,A,7,67,E,9,985,A,7,130,A,7,3.2,A,7,16093,A,7,77777,A,7,1.5,F,9,,,,,,,0,1,B,8,0
02/19/2003,21:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,9,A,7,99,C,9,12.9,A,7,6.4,A,7,65,E,9,985,A,7,10,A,7,4.2,A,7,16093,A,7,1207,A,7,1.5,F,9,,,,,,,0,1,B,8,61
02/19/2003,22:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,9,A,7,99,C,9,11.9,A,7,1.8,A,7,50,E,9,985,A,7,350,A,7,8.6,A,7,16093,A,7,2434,A,7,1.1,F,9,,,,,,,0,1,B,8,0
02/19/2003,23:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,7,A,7,99,C,9,11.0,A,7,-0.1,A,7,47,E,9,985,A,7,340,A,7,7.6,A,7,16093,A,7,2700,A,7,0.9,F,9,,,,,,,0,1,?,0,0
02/19/2003,24:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,0,A,7,99,C,9,11.0,A,7,-0.9,A,7,44,E,9,985,A,7,300,A,7,3.8,A,7,16093,A,7,77777,A,7,0.9,F,9,,,,,,,0,1,?,0,0
02/20/2003,01:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,3,A,7,99,C,9,11.0,A,7,0.0,A,7,47,E,9,984,A,7,360,A,7,8.9,A,7,16093,A,7,77777,A,7,0.9,F,9,,,,,,,0,1,?,0,0
02/20/2003,02:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,4,A,7,99,C,9,10.9,A,7,0.1,A,7,48,E,9,983,A,7,330,A,7,5.6,A,7,16093,A,7,77777,A,7,0.9,F,9,,,,,,,0,1,?,0,0
02/20/2003,03:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,3,A,7,99,C,9,10.0,A,7,1.0,A,7,54,E,9,983,A,7,310,A,7,5.2,A,7,16093,A,7,77777,A,7,1.0,F,9,,,,,,,0,1,?,0,0
02/20/2003,04:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,3,A,7,99,C,9,10.1,A,7,0.9,A,7,53,E,9,983,A,7,320,A,7,5.9,A,7,16093,A,7,77777,A,7,1.0,F,9,,,,,,,0,1,?,0,0
02/20/2003,05:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,3,A,7,99,C,9,11.0,A,7,0.1,A,7,47,E,9,983,A,7,360,A,7,3.7,A,7,16093,A,7,77777,A,7,0.9,F,9,,,,,,,0,1,?,0,0
02/20/2003,06:00,0,0,0,?,0,0,?,0,0,E,5,0,?,0,0,?,0,0,?,0,0,?,0,2,A,7,99,C,9,11.0,A,7,1.0,A,7,50,E,9,983,A,7,320,A,7,5.0,A,7,16093,A,7,77777,A,7,1.0,F,9,,,,,,,0,1,?,0,0
